Num	GeneID	condition1-reversecomp	condition1	condition2-reversecomp	condition2	condition3-reversecomp	condition3	condition1-reversecomp(Normalized)	condition1(Normalized)	condition2-reversecomp(Normalized)	condition2(Normalized)	condition3-reversecomp(Normalized)	condition3(Normalized)	Start	Stop	Order	Strand	Length	PID	Gene	Function
5528	SMc00713	0	0	0	0	0	0	0	0	0	0	0	0	2867067	2867621	SMc2669	-	555	15966412	chaC	cation transport protein
5529	SMc00712	0	0	0	0	0	0	0	0	0	0	0	0	2867926	2868939	SMc2670	+	1014	15966413	-	hypothetical protein
5530	SMc00711	0	0	0	0	0	0	0	0	0	0	0	0	2868971	2869894	SMc2671	-	924	15966414	tyrC	cyclohexadienyl dehydrogenase
5531	SMc00710	0	0	0	0	0	0	0	0	0	0	0	0	2869894	2871000	SMc2672	-	1107	15966415	hisC1	histidinol-phosphate aminotransferase
5532	SMc00709	0	0	0	0	0	0	0	0	0	0	0	0	2871125	2871889	SMc2673	-	765	15966416	-	hypothetical protein
5533	SMc00708	0	0	0	0	0	0	0	0	0	0	0	0	2871991	2872761	SMc2674	+	771	15966417	gloB	hydroxyacylglutathione hydrolase (glyoxalase II) (GLX II) protein
5534	SMc00707	0	0	0	0	0	0	0	0	0	0	0	0	2872763	2873203	SMc2675	+	441	15966418	-	hypothetical protein
5535	SMc00706	0	0	0	0	0	0	0	0	0	0	0	0	2873207	2874094	SMc2676	-	888	15966419	-	hypothetical protein
5536	SMc00705	0	0	0	0	0	0	0	0	0	0	0	0	2874231	2875034	SMc2677	-	804	15966420	-	signal peptide protein
5537	SMc00704	0	0	0	0	0	0	0	0	0	0	0	0	2875439	2875729	SMc2678	+	291	15966421	rpmB	50S ribosomal protein L28
5538	SMc00703	0	0	0	0	0	0	0	0	0	0	0	0	2875865	2876503	SMc2679	+	639	15966422	-	hypothetical protein
5539	SMc00702	0	0	0	0	0	0	0	0	0	0	0	0	2876586	2877578	SMc2680	-	993	15966423	-	signal peptide protein
5540	SMc00701	0	0	0	0	0	0	0	0	0	0	0	0	2877890	2879785	SMc2681	-	1896	15966424	cobT	cobalamin biosynthesis protein
5541	SMc00700	0	0	0	0	0	0	0	0	0	0	0	0	2879835	2880830	SMc2682	-	996	15966425	cobS	cobalamin biosynthesis protein
5542	SMc00699	0	0	0	0	0	0	0	0	0	0	0	0	2880906	2881454	SMc2683	-	549	15966426	-	hypothetical protein
5543	SMc00698	0	0	0	0	0	0	0	0	0	0	0	0	2881681	2881962	SMc2684	+	282	15966427	-	transcriptional regulator
5544	SMc00697	0	0	0	0	0	0	0	0	0	0	0	0	2882239	2883543	SMc2685	-	1305	15966428	-	hypothetical protein
5545	SMc00696	0	0	0	0	0	0	0	0	0	0	0	0	2883540	2884673	SMc2686	-	1134	15966429	aroB	3-dehydroquinate synthase
5546	SMc00695	0	0	0	0	0	0	0	0	0	0	0	0	2884678	2885256	SMc2687	-	579	15966430	aroK	shikimate kinase
5547	SMc00694	0	0	0	0	0	0	0	0	0	0	0	0	2885341	2885643	SMc2688	-	303	15966431	-	hypothetical protein
5548	SMc00693	0	0	0	0	0	0	0	0	0	0	0	0	2885640	2885915	SMc2689	-	276	15966432	-	hypothetical protein
5549	SMc00692	0	0	0	0	0	0	0	0	0	0	0	0	2886203	2886352	SMc2690	+	150	15966433	-	signal peptide protein
5550	SMc00691	0	0	0	0	0	0	0	0	0	0	0	0	2886349	2887284	SMc2691	+	936	15966434	xerD	site-specific tyrosine recombinase XerD
5551	SMc00690	0	0	0	0	0	0	0	0	0	0	0	0	2887348	2888301	SMc2692	+	954	15966435	accA	acetyl-CoA carboxylase carboxyltransferase subunit alpha
5552	SMc00689	0	0	0	0	0	0	0	0	0	0	0	0	2888546	2889988	SMc2693	+	1443	15966436	-	lipoprotein
5553	SMc00688	0	0	0	0	0	0	0	0	0	0	0	0	2889988	2890227	SMc2694	+	240	15966437	-	hypothetical protein
5554	SMc00687	0	0	0	0	0	0	0	0	0	0	0	0	2890261	2890659	SMc2695	-	399	15966438	-	hypothetical protein
5555	SMc00686	0	0	0	0	0	0	0	0	0	0	0	0	2890659	2890892	SMc2696	-	234	15966439	-	hypothetical protein
5556	SMc00684	0	0	0	0	0	0	0	0	0	0	0	0	2891001	2892146	SMc2697	-	1146	15966440	-	hypothetical protein
5557	SMc00683	0	0	0	0	0	0	0	0	0	0	0	0	2892160	2893242	SMc2698	-	1083	15966442	-	penicillin-binding protein
5558	SMc00682	0	0	0	0	0	0	0	0	0	0	0	0	2893494	2894657	SMc2699	+	1164	15966443	hipO1	hippurate hydrolase
5559	SMc00681	0	0	0	0	0	0	0	0	0	0	0	0	2894680	2895144	SMc2700	+	465	15966444	lrp	leucine-responsive regulatory protein
5560	SMc00680	0	0	0	0	0	0	0	0	0	0	0	0	2895169	2896212	SMc2701	-	1044	15966445	-	zinc-type alcohol dehydrogenase
5561	SMc00679	0	0	0	0	0	0	0	0	0	0	0	0	2896434	2897375	SMc2702	+	942	15966446	-	transcriptional regulator
5562	SMc00678	0	0	0	0	0	0	0	0	0	0	0	0	2897746	2898231	SMc2703	-	486	195970140	-	transcriptional regulator
5563	SMc00677	0	0	0	0	0	0	0	0	0	0	0	0	2898334	2901387	SMc2704	+	3054	15966448	-	hypothetical protein
5564	SMc00676	0	0	0	0	0	0	0	0	0	0	0	0	2901501	2902496	SMc2705	+	996	15966449	-	amino acid-binding periplasmic signal peptide protein
5565	SMc00675	0	0	0	0	0	0	0	0	0	0	0	0	2902584	2905511	SMc2706	-	2928	15966450	-	hypothetical protein
5566	SMc00674	0	0	0	0	0	0	0	0	0	0	0	0	2905545	2906288	SMc2707	-	744	15966451	hutC	histidine utilization repressor transcription regulator protein
5567	SMc00673	0	0	0	0	0	0	0	0	0	0	0	0	2906417	2907802	SMc2708	+	1386	15966452	-	N-formimino-L-glutamate deiminase
5568	SMc00672	0	0	0	0	0	0	0	0	0	0	0	0	2907840	2908874	SMc2709	+	1035	15966453	hisX	histidine-binding periplasmic signal peptide protein
5569	SMc00671	0	0	0	0	0	0	0	0	0	0	0	0	2909011	2909868	SMc2710	+	858	15966454	hisW	histidine transport system permease ABC transporter protein
5570	SMc00670	0	0	0	0	0	0	0	0	0	0	0	0	2909861	2910688	SMc2711	+	828	15966455	hisV	histidine transport ATP-binding ABC transporter protein
5571	SMc00669	0	0	0	0	0	0	0	0	0	0	0	0	2910681	2912180	SMc2712	+	1500	15966456	hutH2	histidine ammonia-lyase
5572	SMc00668	0	0	0	0	0	0	0	0	0	0	0	0	2912212	2913537	SMc2713	+	1326	15966457	-	hypothetical protein
5573	SMc00667	0	0	0	0	0	0	0	0	0	0	0	0	2913525	2914118	SMc2714	+	594	15966458	-	hypothetical protein
5574	SMc00666	0	0	0	0	0	0	0	0	0	0	0	0	2914173	2914406	SMc2715	-	234	15966459	-	hypothetical protein
5575	SMc00665	0	0	0	0	0	0	0	0	0	0	0	0	2914481	2914669	SMc2716	-	189	15966460	-	hypothetical protein
5576	SMc00664	0	0	0	0	0	0	0	0	0	0	0	0	2914814	2915014	SMc2717	+	201	15966461	-	signal peptide protein
5577	SMc00663	0	0	0	0	0	0	0	0	0	0	0	0	2915108	2915308	SMc2718	-	201	15966462	-	hypothetical protein
5578	SMc00662	0	0	0	0	0	0	0	0	0	0	0	0	2915290	2915619	SMc2719	-	330	15966463	-	hypothetical protein
5579	SMc00661	0	0	0	0	0	0	0	0	0	0	0	0	2915736	2915858	SMc2720	+	123	15966464	-	hypothetical protein
5580	SMc00660	0	0	0	0	0	0	0	0	0	0	0	0	2916119	2916454	SMc2721	-	336	15966465	-	signal peptide protein
5581	SMc00659	0	0	0	0	0	0	0	0	0	0	0	0	2917687	2918883	SMc2722	-	1197	15966466	mnmA	tRNA-specific 2-thiouridylase MnmA
5582	SMc00658	0	0	0	0	0	0	0	0	0	0	0	0	2919147	2919890	SMc2723	-	744	15966467	-	transcriptional regulator
5583	SMc00657	0	0	0	0	0	0	0	0	0	0	0	0	2920299	2920574	SMc2724	+	276	15966468	-	hypothetical protein
5584	SMc00656	0	0	0	0	0	0	0	0	0	0	0	0	2920725	2921006	SMc2725	+	282	15966469	-	hypothetical protein
5585	SMc00655	0	0	0	0	0	0	0	0	0	0	0	0	2921179	2921529	SMc2726	-	351	15966470	-	hypothetical protein
5586	SMc00654	0	0	0	0	0	0	0	0	0	0	0	0	2922080	2922781	SMc2727	+	702	15966471	ctrA	response regulator,controls chromosomal replication initiation protein
5587	SMc00653	0	0	0	0	0	0	0	0	0	0	0	0	2923156	2923524	SMc2728	-	369	15966472	-	2-component receiver domain-containing protein
5588	SMc00652	0	0	0	0	0	0	0	0	0	0	0	0	2923767	2924432	SMc2729	-	666	15966473	-	hypothetical protein
5589	SMc00651	0	0	0	0	0	0	0	0	0	0	0	0	2924797	2925399	SMc2730	+	603	15966474	-	hypothetical protein
5590	SMc00650	0	0	0	0	0	0	0	0	0	0	0	0	2925548	2926630	SMc2731	+	1083	15966475	-	hypothetical protein
5591	SMc00649	0	0	0	0	0	0	0	0	0	0	0	0	2926861	2927688	SMc2732	-	828	15966476	-	tRNA/rRNA methyltransferase
5592	SMc00648	0	0	0	0	0	0	0	0	0	0	0	0	2927693	2928076	SMc2733	-	384	195970139	-	hypothetical protein
5593	SMc00647	0	0	0	0	0	0	0	0	0	0	0	0	2928106	2929137	SMc2734	+	1032	15966478	rluD	ribosomal large subunit pseudouridine synthase
5594	SMc00646	0	0	0	0	0	0	0	0	0	0	0	0	2929335	2930240	SMc2735	+	906	15966479	rpoH1	RNA polymerase factor sigma-32
5595	SMc00644	0	0	0	0	0	0	0	0	0	0	0	0	2930371	2932632	SMc2736	-	2262	15966480	-	hypothetical protein
5596	SMc00643	0	0	0	0	0	0	0	0	0	0	0	0	2932696	2933994	SMc2737	-	1299	15966481	purA	adenylosuccinate synthetase
5597	SMc00642	0	0	0	0	0	0	0	0	0	0	0	0	2934199	2935089	SMc2738	+	891	15966482	-	hypothetical protein
5598	SMc00641	0	0	0	0	0	0	0	0	0	0	0	0	2935226	2936821	SMc2739	-	1596	15966483	serA	D-3-phosphoglycerate dehydrogenase
5599	SMc00640	0	0	0	0	0	0	0	0	0	0	0	0	2936903	2938081	SMc2740	-	1179	15966484	serC	phosphoserine aminotransferase
5600	SMc00639	0	0	0	0	0	0	0	0	0	0	0	0	2938219	2938992	SMc2741	-	774	15966485	-	heat resistant agglutinin 1 signal peptide protein
5601	SMc00638	0	0	0	0	0	0	0	0	0	0	0	0	2939231	2940058	SMc2742	-	828	195970138	-	HEAT resistant agglutinin 1 protein
5602	SMc00637	0	0	0	0	0	0	0	0	0	0	0	0	2940506	2941858	SMc2743	-	1353	15966487	glmM	phosphoglucosamine mutase
5603	SMc04459	0	0	0	0	0	0	0	0	0	0	0	0	2942182	2944119	SMc2744	-	1938	15966488	ftsH	metalloprotease transmembrane protein
5604	SMc02940	0	0	0	0	0	0	0	0	0	0	0	0	2944219	2945580	SMc2745	-	1362	15966489	-	hypothetical protein
5605	SMc02941	0	0	0	0	0	0	0	0	0	0	0	0	2945592	2946629	SMc2746	-	1038	15966490	-	hypothetical protein
5606	SMc02942	0	0	0	0	0	0	0	0	0	0	0	0	2946821	2947351	SMc2747	-	531	15966491	pal	peptidoglycan-associated lipoprotein
5607	SMc04461	0	0	0	0	0	0	0	0	0	0	0	0	2947617	2948927	SMc2748	-	1311	15966492	tolB	translocation protein TolB
5608	SMc03956	0	0	0	0	0	0	0	0	0	0	0	0	2948999	2950069	SMc2749	-	1071	15966493	tolA	signal peptide protein
5609	SMc03957	0	0	0	0	0	0	0	0	0	0	0	0	2950078	2950530	SMc2750	-	453	15966494	tolR	transport transmembrane protein
5610	SMc03958	0	0	0	0	0	0	0	0	0	0	0	0	2950558	2951277	SMc2751	-	720	15966495	tolQ	transport transmembrane protein
5611	SMc03959	0	0	0	0	0	0	0	0	0	0	0	0	2951627	2954224	SMc2752	+	2598	15966496	-	hypothetical protein
5612	SMc03960	0	0	0	0	0	0	0	0	0	0	0	0	2954234	2954689	SMc2753	-	456	15966497	-	hypothetical protein
5613	SMc03961	0	0	0	0	0	0	0	0	0	0	0	0	2954817	2956037	SMc2754	+	1221	15966498	sqdB	sulfolipid (UDP-sulfoquinovose) biosynthesis protein
5614	SMc04081	0	0	0	0	0	0	0	0	0	0	0	0	2956034	2956909	SMc2755	+	876	15966499	sqdD	glycosyl transferase (sulfolipid biosynthesis) protein
5615	SMc03963	0	0	0	0	0	0	0	0	0	0	0	0	2956906	2957832	SMc2756	+	927	15966500	sqdC	sulfolipid biosynthesis protein
5616	SMc03964	0	0	0	0	0	0	0	0	0	0	0	0	2957972	2958874	SMc2757	-	903	15966501	-	hypothetical protein
5617	SMc03965	0	0	0	0	0	0	0	0	0	0	0	0	2958876	2959916	SMc2758	-	1041	15966502	ruvB	Holliday junction DNA helicase RuvB
5618	SMc03966	0	0	0	0	0	0	0	0	0	0	0	0	2960088	2960705	SMc2759	-	618	15966503	ruvA	Holliday junction DNA helicase RuvA
5619	SMc03967	0	0	0	0	0	0	0	0	0	0	0	0	2960780	2961292	SMc2760	-	513	15966504	ruvC	Holliday junction resolvase
5620	SMc03968	0	0	0	0	0	0	0	0	0	0	0	0	2961461	2962450	SMc2761	+	990	15966505	-	oxidoreductase
5621	SMc03969	0	0	0	0	0	0	0	0	0	0	0	0	2962635	2963381	SMc2762	-	747	15966506	-	hypothetical protein
5622	SMc03970	0	0	0	0	0	0	0	0	0	0	0	0	2963498	2964331	SMc2763	-	834	15966507	-	hypothetical protein
5623	SMc03971	0	0	0	0	0	0	0	0	0	0	0	0	2964504	2967680	SMc2764	-	3177	15966508	mexF2	multidrug-efflux system transmembrane protein
5624	SMc03972	0	0	0	0	0	0	0	0	0	0	0	0	2967677	2968834	SMc2765	-	1158	15966509	mexE2	multidrug efflux system transmembrane protein
5625	SMc03973	0	0	0	0	0	0	0	0	0	0	0	0	2969186	2969983	SMc2766	-	798	15966510	-	hypothetical protein
5626	SMc03974	0	0	0	0	0	0	0	0	0	0	0	0	2970120	2970701	SMc2767	-	582	15966511	-	hypothetical protein
5627	SMc03975	0	0	0	0	0	0	0	0	0	0	0	0	2971178	2972119	SMc2768	+	942	15966512	-	transcriptional regulator
5628	SMc03976	0	0	0	0	0	0	0	0	0	0	0	0	2972336	2972713	SMc2769	-	378	15966513	-	hypothetical protein
5629	SMc03977	0	0	0	0	0	0	0	0	0	0	0	0	2972726	2972995	SMc2770	-	270	15966514	-	hypothetical protein
5630	SMc03978	0	0	0	0	0	0	0	0	0	0	0	0	2973395	2975377	SMc2771	+	1983	15966515	tkt2	transketolase
5631	SMc03979	0	0	0	0	0	0	0	0	0	0	0	0	2975447	2976457	SMc2772	+	1011	15966516	gap	glyceraldehyde-3-phosphate dehydrogenase
5632	SMc03980	0	0	0	0	0	0	0	0	0	0	0	0	2976463	2977053	SMc2773	+	591	15966517	-	hypothetical protein
5633	SMc03981	0	0	0	0	0	0	0	0	0	0	0	0	2977053	2978252	SMc2774	+	1200	15966518	pgk	phosphoglycerate kinase
5634	SMc03982	0	0	0	0	0	0	0	0	0	0	0	0	2978509	2979705	SMc2775	-	1197	15966519	TRm5	transposase ISRM3
5635	SMc03983	0	0	0	0	0	0	0	0	0	0	0	0	2980339	2981364	SMc2776	+	1026	15966520	fbaB	fructose-bisphosphate aldolase class I protein
5636	SMc03984	0	0	0	0	0	0	0	0	0	0	0	0	2981539	2982456	SMc2777	+	918	15966521	-	hypothetical protein
5637	SMc03985	0	0	0	0	0	0	0	0	0	0	0	0	2982469	2984373	SMc2778	-	1905	15966522	cyaF2	adenylate/guanylate cyclase
5638	SMc03986	0	0	0	0	0	0	0	0	0	0	0	0	2984519	2984674	SMc2779	-	156	15966523	-	hypothetical protein
5639	SMc03987	0	0	0	0	0	0	0	0	0	0	0	0	2984856	2986157	SMc2780	+	1302	15966524	-	transport transmembrane protein
5640	SMc03988	0	0	0	0	0	0	0	0	0	0	0	0	2986144	2986332	SMc2781	+	189	15966525	-	hypothetical protein
5641	SMc03989	0	0	0	0	0	0	0	0	0	0	0	0	2986696	2987286	SMc2782	+	591	15966526	-	hypothetical protein
5642	SMc03990	0	0	0	0	0	0	0	0	0	0	0	0	2987543	2987764	SMc2783	-	222	15966527	rpmE	50S ribosomal protein L31
5643	SMc03991	0	0	0	0	0	0	0	0	0	0	0	0	2988054	2989868	SMc2784	+	1815	15966528	-	ABC transporter ATP-binding protein
5644	SMc03992	0	0	0	0	0	0	0	0	0	0	0	0	2989855	2990889	SMc2785	-	1035	15966529	-	hypothetical protein
5645	SMc03993	0	0	0	0	0	0	0	0	0	0	0	0	2990886	2991992	SMc2786	-	1107	15966530	-	hypothetical protein
5646	SMc03994	0	0	0	0	0	0	0	0	0	0	0	0	2992307	2993107	SMc2787	-	801	15966531	suhB	inositol monophosphatase
5647	SMc03995	0	0	0	0	0	0	0	0	0	0	0	0	2993348	2994493	SMc2788	-	1146	15966532	-	hypothetical protein
5648	SMc03996	0	0	0	0	0	0	0	0	0	0	0	0	2994503	2995156	SMc2789	-	654	15966533	thiE2	thiamine-phosphate pyrophosphorylase
5649	SMc03997	0	0	0	0	0	0	0	0	0	0	0	0	2995256	2996038	SMc2790	+	783	15966534	-	hypothetical protein
5650	SMc03998	0	0	0	0	0	0	0	0	0	0	0	0	2996119	2996379	SMc2791	+	261	15966535	-	transcriptional regulator
5651	SMc03999	0	0	0	0	0	0	0	0	0	0	0	0	2996533	2996706	SMc2792	-	174	15966536	-	hypothetical protein
5652	SMc04000	0	0	0	0	0	0	0	0	0	0	0	0	2996919	2997122	SMc2793	+	204	15966537	-	hypothetical protein
5653	SMc04001	0	0	0	0	0	0	0	0	0	0	0	0	2997136	2997636	SMc2794	+	501	15966538	purE	phosphoribosylaminoimidazole carboxylase catalytic subunit protein
5654	SMc04002	0	0	0	0	0	0	0	0	0	0	0	0	2997633	2998682	SMc2795	+	1050	15966539	purK	phosphoribosylaminoimidazole carboxylase ATPase subunit
5655	SMc04003	0	0	0	0	0	0	0	0	0	0	0	0	2998856	2998981	SMc2796	+	126	15966540	rpmJ	50S ribosomal protein L36
5656	SMc04004	0	0	0	0	0	0	0	0	0	0	0	0	2999157	2999771	SMc2797	+	615	15966541	-	signal peptide protein
5657	SMc04005	0	0	0	0	0	0	0	0	0	0	0	0	3000009	3001448	SMc2798	-	1440	15966542	pykA	pyruvate kinase
5658	SMc04006	0	0	0	0	0	0	0	0	0	0	0	0	3001448	3001885	SMc2799	-	438	15966543	-	hypothetical protein
5659	SMc04007	0	0	0	0	0	0	0	0	0	0	0	0	3002115	3002909	SMc2800	+	795	15966544	-	hypothetical protein
5660	SMc04008	0	0	0	0	0	0	0	0	0	0	0	0	3002929	3003234	SMc2801	+	306	15966545	-	hypothetical protein
5661	SMc04009	0	0	0	0	0	0	0	0	0	0	0	0	3003342	3003614	SMc2802	+	273	15966546	-	hypothetical protein
5662	SMc04010	0	0	0	0	0	0	0	0	0	0	0	0	3003684	3005372	SMc2803	-	1689	15966547	-	hypothetical protein
5663	SMc04011	0	0	0	0	0	0	0	0	0	0	0	0	3005682	3007223	SMc2804	-	1542	15966548	tacA	sigma-54-dependent transcription regulator protein
5664	SMc04012	0	0	0	0	0	0	0	0	0	0	0	0	3007423	3009306	SMc2805	+	1884	15966549	pepF	oligoendopeptidase F protein
5665	SMc04013	0	0	0	0	0	0	0	0	0	0	0	0	3009360	3010517	SMc2806	+	1158	15966550	pabB	aminodeoxychorismate synthase
5666	SMc04014	0	0	0	0	0	0	0	0	0	0	0	0	3010466	3011140	SMc2807	+	675	195970137	-	hypothetical protein
5667	SMc04015	0	0	0	0	0	0	0	0	0	0	0	0	3011105	3012028	SMc2808	-	924	15966552	-	hypothetical protein
5668	SMc04016	0	0	0	0	0	0	0	0	0	0	0	0	3012431	3013882	SMc2809	+	1452	15966553	hss	homospermidine synthase
5669	SMc04017	0	0	0	0	0	0	0	0	0	0	0	0	3014193	3014561	SMc2810	+	369	15966554	omp10	outer membrane lipoprotein
5670	SMc04018	0	0	0	0	0	0	0	0	0	0	0	0	3014867	3016753	SMc2811	+	1887	15966555	-	5'-nucleotidase
5671	SMc04019	0	0	0	0	0	0	0	0	0	0	0	0	3016873	3017901	SMc2812	+	1029	195970136	hemH	ferrochelatase
5672	SMc04020	0	0	0	0	0	0	0	0	0	0	0	0	3018005	3018991	SMc2813	+	987	15966557	-	hypothetical protein
5673	SMc04021	0	0	0	0	0	0	0	0	0	0	0	0	3019001	3019456	SMc2814	+	456	15966558	-	hypothetical protein
5674	SMc04022	0	0	0	0	0	0	0	0	0	0	0	0	3019561	3020997	SMc2815	+	1437	15966559	-	hypothetical protein
5675	SMc04023	0	0	0	0	0	0	0	0	0	0	0	0	3021043	3021930	SMc2816	-	888	15966560	exoN2	UTP--glucose-1-phosphate uridylyltransferase
5676	SMc04024	0	0	0	0	0	0	0	0	0	0	0	0	3022233	3023450	SMc2817	+	1218	15966561	-	membrane-bound lytic murein transglycosylase
5677	SMc04025	0	0	0	0	0	0	0	0	0	0	0	0	3023553	3024815	SMc2818	+	1263	15966562	-	hypothetical protein
5678	SMc04026	0	0	0	0	0	0	0	0	0	0	0	0	3025146	3026603	SMc2819	-	1458	161621429	gltD	glutamate synthase
5679	SMc04028	0	0	0	0	0	0	0	0	0	0	0	0	3026704	3031428	SMc2820	-	4725	15966564	gltB	glutamate synthase
5680	SMc04029	0	0	0	0	0	0	0	0	0	0	0	0	3032007	3033053	SMc2821	+	1047	15966565	-	low specificity L-threonine aldolase
5681	SMc04030	0	0	0	0	0	0	0	0	0	0	0	0	3033287	3034282	SMc2822	+	996	15966566	-	hypothetical protein
5682	SMc04031	0	0	0	0	0	0	0	0	0	0	0	0	3034313	3035224	SMc2823	-	912	15966567	pip2	proline iminopeptidase
5683	SMc04032	0	0	0	0	0	0	0	0	0	0	0	0	3035290	3036072	SMc2824	-	783	15966568	-	transcriptional regulator
5684	SMc04033	0	0	0	0	0	0	0	0	0	0	0	0	3036197	3037087	SMc2825	+	891	15966569	pip3	proline iminopeptidase
5685	SMc04034	0	0	0	0	0	0	0	0	0	0	0	0	3037139	3038077	SMc2826	+	939	15966570	-	peptide ABC transporter permease
5686	SMc04035	0	0	0	0	0	0	0	0	0	0	0	0	3038074	3038925	SMc2827	+	852	15966571	-	peptide ABC transporter permease
5687	SMc04036	0	0	0	0	0	0	0	0	0	0	0	0	3038922	3040625	SMc2828	+	1704	15966572	-	ABC transporter ATP-binding protein
5688	SMc04037	0	0	0	0	0	0	0	0	0	0	0	0	3040644	3042158	SMc2829	+	1515	15966573	-	peptide ABC transporter
5689	SMc04038	0	0	0	0	0	0	0	0	0	0	0	0	3042309	3043061	SMc2830	+	753	15966574	TRm17N	partial transposase for ISRM17 protein
5690	SMc04039	0	0	0	0	0	0	0	0	0	0	0	0	3043119	3043643	SMc2831	+	525	15966575	TRm17C	partial transposase for ISRM17 protein
5691	SMc04040	0	0	0	0	0	0	0	0	0	0	0	0	3043936	3044397	SMc2832	-	462	15966576	ibpA	heat shock protein
5692	SMc04041	0	0	0	0	0	0	0	0	0	0	0	0	3044772	3045755	SMc2833	+	984	15966577	pldB	lysophospholipase L2 protein
5693	SMc04042	0	0	0	0	0	0	0	0	0	0	0	0	3045752	3046531	SMc2834	-	780	15966578	-	monophosphatase
5694	SMc04043	0	0	0	0	0	0	0	0	0	0	0	0	3046833	3047714	SMc2835	-	882	15966579	-	hypothetical protein
5695	SMc04044	0	0	0	0	0	0	0	0	0	0	0	0	3047905	3048267	SMc2836	+	363	15966580	-	2-component receiver domain-containing protein
5696	SMc04045	0	0	0	0	0	0	0	0	0	0	0	0	3049059	3050897	SMc2837	+	1839	15966581	ilvD2	dihydroxy-acid dehydratase
5697	SMc04046	0	0	0	0	0	0	0	0	0	0	0	0	3051070	3051474	SMc2838	-	405	15966582	-	hypothetical protein
5698	SMc04047	0	0	0	0	0	0	0	0	0	0	0	0	3052186	3052629	SMc2839	-	444	15966583	azu2	pseudoazurin (blue copper protein)
5699	SMc04048	0	0	0	0	0	0	0	0	0	0	0	0	3052676	3053017	SMc2840	-	342	15966584	-	cytochrome c protein
5700	SMc04049	0	0	0	0	0	0	0	0	0	0	0	0	3053090	3054289	SMc2841	-	1200	15966585	-	sulfite oxidase
5701	SMc04050	0	0	0	0	0	0	0	0	0	0	0	0	3054434	3055207	SMc2842	-	774	15966586	-	hypothetical protein
5702	SMc04051	0	0	0	0	0	0	0	0	0	0	0	0	3055204	3055740	SMc2843	-	537	15966587	rpoE4	RNA polymerase sigma-E factor (sigma-24) protein
5703	SMc04052	0	0	0	0	0	0	0	0	0	0	0	0	3055890	3056336	SMc2844	-	447	15966588	-	transcriptional regulator
5704	SMc04053	0	0	0	0	0	0	0	0	0	0	0	0	3056489	3056962	SMc2845	+	474	15966589	-	hypothetical protein
5705	SMc04054	0	0	0	0	0	0	0	0	0	0	0	0	3057168	3057929	SMc2846	+	762	15966590	-	hypothetical protein
5706	SMc04055	0	0	0	0	0	0	0	0	0	0	0	0	3057996	3058952	SMc2847	-	957	15966591	-	transcriptional regulator
5707	SMc04056	0	0	0	0	0	0	0	0	0	0	0	0	3059058	3060092	SMc2848	+	1035	15966592	-	oxidoreductase
5708	SMc04057	0	0	0	0	0	0	0	0	0	0	0	0	3060269	3062677	SMc2849	+	2409	15966593	-	hypothetical protein
5709	SMc04058	0	0	0	0	0	0	0	0	0	0	0	0	3062692	3063570	SMc2850	+	879	15966594	-	hypothetical protein
5710	SMc04059	0	0	0	0	0	0	0	0	0	0	0	0	3063781	3065013	SMc2851	+	1233	15966595	-	hypothetical protein
5711	SMc04460	0	0	0	0	0	0	0	0	0	0	0	0	3065247	3067712	SMc2852	+	2466	15966596	glgP	glycogen phosphorylase
5712	SMc03922	0	0	0	0	0	0	0	0	0	0	0	0	3067709	3069919	SMc2853	+	2211	15966597	glgB1	glycogen branching protein
5713	SMc03923	0	0	0	0	0	0	0	0	0	0	0	0	3070033	3071295	SMc2854	+	1263	15966598	glgC	glucose-1-phosphate adenylyltransferase
5714	SMc03924	0	0	0	0	0	0	0	0	0	0	0	0	3071302	3072744	SMc2855	+	1443	15966599	glgA	glycogen synthase
5715	SMc03925	0	0	0	0	0	0	0	0	0	0	0	0	3072749	3074377	SMc2856	+	1629	15966600	pgm	phosphoglucomutase
5716	SMc03926	0	0	0	0	0	0	0	0	0	0	0	0	3074607	3076595	SMc2857	+	1989	15966601	glgX1	glycosyl hydrolase
5717	SMc03927	0	0	0	0	0	0	0	0	0	0	0	0	3076748	3077236	SMc2858	+	489	15966602	nodN2	nodulation protein
5718	SMc03928	0	0	0	0	0	0	0	0	0	0	0	0	3077229	3078305	SMc2859	+	1077	15966603	-	hypothetical protein
5719	SMc03929	0	0	0	0	0	0	0	0	0	0	0	0	3078322	3079497	SMc2860	-	1176	15966604	-	zinc-type alcohol dehydrogenase transmembrane protein
5720	SMc03930	0	0	0	0	0	0	0	0	0	0	0	0	3079693	3080247	SMc2861	-	555	15966605	soxG2	sarcosine oxidase subunit gamma
5721	SMc03931	0	0	0	0	0	0	0	0	0	0	0	0	3080240	3083233	SMc2862	-	2994	15966606	soxA2	sarcosine oxidase subunit alpha
5722	SMc03932	0	0	0	0	0	0	0	0	0	0	0	0	3083230	3083571	SMc2863	-	342	15966607	soxD2	sarcosine oxidase subunit delta
5723	SMc03933	0	0	0	0	0	0	0	0	0	0	0	0	3083686	3084939	SMc2864	-	1254	15966608	soxB2	sarcosine oxidase subunit B protein
5724	SMc03934	0	0	0	0	0	0	0	0	0	0	0	0	3085203	3085457	SMc2865	+	255	195970135	rpsU	30S ribosomal protein S21
